"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"7876-BEUTG","Female",0,"No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.800000000000004,720.1,"No"
"9873-MNDKV","Female",0,"No","No",11,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.65,472.25,"No"
"8241-JUIQO","Female",0,"No","No",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.45,1336.3500000000001,"No"
"2194-IIQOF","Female",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.3,6388.650000000001,"No"
"4512-ZUIYL","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.0,153.05,"Yes"
"9631-RXVJM","Male",0,"No","No",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.25,677.9,"No"
"9584-EXCDZ","Female",0,"No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.5,1165.6000000000001,"No"
"7969-AULMZ","Female",0,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.35000000000001,2119.5,"Yes"
"5093-FEGLU","Female",0,"Yes","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.650000000000002,921.5500000000001,"No"
"2621-UDNLU","Female",0,"Yes","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.85,72.0,"No"
"7526-IVLYU","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.650000000000002,68.35000000000001,"No"
"2428-HYUNX","Male",1,"Yes","No",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.35,847.25,"No"
"9214-EKVXR","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.0,44.0,"No"
"3410-MHHUM","Female",0,"Yes","Yes",44,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check",94.4,4295.35,"No"
"0733-VUNUW","Male",0,"No","No",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.65,1400.55,"Yes"
"4550-EVXNY","Female",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"Yes"
"2122-YWVYA","Female",0,"No","No",18,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.4,1380.4,"No"
"2296-DKZFP","Female",0,"Yes","No",65,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",71.0,4386.2,"No"
"4844-JJWUY","Female",1,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.0,86.0,"Yes"
"6777-TGHTM","Female",0,"No","No",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",106.95,5785.5,"Yes"
"8909-BOLNL","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",21.2,52.050000000000004,"No"
"6603-YRDCJ","Male",0,"Yes","No",33,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",61.050000000000004,2018.4,"No"
"3538-WZPHD","Male",0,"No","No",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.6,79.45,"Yes"
"3229-USWAR","Female",0,"No","No",34,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",79.95,2727.3,"No"
"6131-JLWZM","Female",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.3,275.40000000000003,"No"
"4785-QRJHC","Male",1,"Yes","No",46,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",59.9,2816.65,"Yes"
"0269-XFESX","Male",0,"Yes","Yes",23,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",24.35,538.5,"No"
"0383-CLDDA","Female",0,"No","No",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.35000000000001,5897.400000000001,"No"
"4905-JEFDW","Male",0,"No","No",11,"No","No phone service","DSL","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",41.6,470.6,"Yes"
"2709-UQGNP","Male",0,"No","No",10,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",51.65,524.5,"No"
"1635-NZATJ","Male",1,"Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.45,1789.65,"No"
"0562-HKHML","Male",0,"Yes","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",23.900000000000002,1626.4,"No"
"8277-RVRSV","Female",0,"Yes","Yes",33,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",24.150000000000002,800.3000000000001,"No"
"9943-VSZUV","Male",1,"No","No",67,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.7,5060.85,"No"
"0117-LFRMW","Male",0,"Yes","Yes",37,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",40.2,1448.8,"Yes"
"6172-FECYY","Male",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.5,4254.85,"Yes"
"7054-ENNGU","Female",0,"Yes","No",9,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",50.85,466.6,"No"
"1455-HFBXA","Male",0,"Yes","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",91.60000000000001,4627.8,"No"
"1628-BIZYP","Male",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.0,85.0,"No"
"0082-LDZUE","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.300000000000004,44.300000000000004,"No"
"4786-UKSNZ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,20.2,"Yes"
"0856-NAOES","Male",0,"No","No",6,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",60.9,414.1,"No"
"1976-AZZPJ","Male",0,"Yes","No",7,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",34.2,256.6,"No"
"7248-VZQLC","Female",1,"No","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.2,3969.35,"Yes"
"3099-OONVS","Male",0,"Yes","Yes",25,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",54.300000000000004,1296.8,"No"
"9500-WBGRP","Male",0,"No","No",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.1,1268.8500000000001,"No"
"5183-KLYEM","Female",0,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",112.75,8192.6,"No"
"5144-PQCDZ","Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.95,59.25,"No"
"8514-VZHEB","Male",0,"Yes","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.5,1147.8500000000001,"No"
"6625-IUTTT","Male",0,"No","No",67,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",65.55,4361.55,"No"
"9355-NPPFS","Female",1,"No","No",26,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",78.8,2006.1000000000001,"No"
"5965-GGPRW","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",105.25,7609.75,"No"
"8035-PWSEV","Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.25,487.05,"No"
"1840-BIUOG","Male",0,"No","No",20,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",68.7,1416.2,"No"
"6080-LNESI","Male",0,"No","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.75,1234.6000000000001,"No"
"1830-IPXVJ","Female",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.75,1311.6000000000001,"No"
"5828-DWPIL","Male",1,"Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",89.10000000000001,5618.3,"No"
"8398-TBIYD","Female",0,"No","No",72,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",84.7,6185.150000000001,"No"
"0011-IGKFF","Male",1,"Yes","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.0,1237.8500000000001,"Yes"
"6496-SLWHQ","Male",1,"No","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.0,294.45,"Yes"
"9912-GVSEQ","Female",1,"Yes","No",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.85000000000001,2381.55,"Yes"
"2931-FSOHN","Male",1,"No","No",13,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.9,788.35,"No"
"9418-RUKPH","Female",0,"Yes","Yes",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.95,756.4,"No"
"9971-ZWPBF","Male",1,"Yes","Yes",34,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",108.9,3625.2000000000003,"No"
"4712-AUQZO","Male",0,"No","No",18,"No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",33.6,550.35,"No"
"9711-FJTBX","Male",0,"Yes","Yes",56,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Mailed check",85.85000000000001,4793.8,"No"
"2908-ZTPNF","Female",0,"No","No",36,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",34.85,1267.2,"No"
"2202-CUYXZ","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",84.85000000000001,84.85000000000001,"Yes"
"5995-OIGLP","Male",0,"No","No",12,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",56.65,654.85,"Yes"
"8421-WZOOW","Female",1,"Yes","Yes",57,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",95.3,5567.45,"No"
"6261-RCVNS","Female",0,"No","No",42,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",73.9,3160.55,"Yes"
"7951-QKZPL","Female",0,"Yes","Yes",33,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.5,740.3000000000001,"Yes"
"1414-YADCW","Male",0,"Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",84.60000000000001,5706.2,"No"
"2862-PFNIK","Male",0,"No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.7,24.7,"No"
"5816-QVHRX","Female",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",100.3,3541.4,"No"
"4430-YHXGG","Female",0,"No","Yes",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",25.45,84.2,"No"
"6888-SBYAI","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.7,50.7,"No"
"7395-XWZOY","Male",0,"No","No",20,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",55.0,1165.55,"No"
"7169-YWAMK","Male",0,"Yes","Yes",72,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",68.4,4855.35,"No"
"6877-LGWXO","Male",1,"Yes","No",18,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",78.55,1422.65,"Yes"
"6859-RKMZJ","Male",0,"Yes","No",11,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",55.050000000000004,608.15,"No"
"2729-VNVAP","Female",0,"Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8,641.35,"No"
"2049-BAFNW","Female",0,"No","No",1,"No","No phone service","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",35.9,35.9,"No"
"3842-QTGDL","Male",0,"Yes","No",16,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",80.75,1321.3,"No"
"7163-OCEQI","Male",0,"Yes","Yes",22,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",78.65,1663.75,"No"
"5975-BAICR","Male",0,"Yes","Yes",36,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",63.7,2188.5,"No"
"8019-ENHXU","Male",0,"Yes","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",99.45,4138.05,"Yes"
"5167-GBFRE","Male",1,"No","No",4,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.2,102.5,"Yes"
"4673-KKSLS","Female",0,"No","No",31,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",87.60000000000001,2724.25,"No"
"4853-OITSN","Male",0,"Yes","No",5,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.15,413.25,"No"
"1324-NLTJE","Female",1,"No","No",15,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",55.0,757.1,"Yes"
"2324-EFHVG","Male",0,"No","No",64,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.4,6692.650000000001,"No"
"1522-VVDMG","Male",0,"Yes","Yes",7,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",89.75,608.8000000000001,"Yes"
"0780-XNZFN","Male",0,"No","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.650000000000002,1125.6000000000001,"No"
"7049-GKVZY","Female",0,"No","No",17,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",79.85000000000001,1387.3500000000001,"No"
"3721-CNZHX","Male",0,"No","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.8,304.6,"No"
"0212-ISBBF","Female",0,"No","No",22,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.35,1098.8500000000001,"No"
"5271-DBYSJ","Male",1,"No","No",11,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",79.15,827.7,"No"
"6828-HMKWP","Male",0,"Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",21.05,262.05,"No"
"5567-WSELE","Male",1,"Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.60000000000001,279.55,"Yes"
"1472-TNCWL","Male",0,"No","Yes",36,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.7,3512.5,"No"
"0687-ZVTHB","Male",0,"Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",72.45,4653.85,"Yes"
"2080-GKCWQ","Male",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",74.95,151.75,"No"
"9661-ACXBS","Female",0,"No","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.2,4400.75,"Yes"
"2193-SFWQW","Male",0,"Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",111.95,8033.1,"No"
"5656-JAMLX","Male",0,"No","No",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.85,1253.65,"No"
"3462-BJQQA","Female",0,"No","No",6,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.75,552.65,"No"
"0442-TDYUO","Male",0,"Yes","No",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.05,1036.0,"No"
"6733-LRIZX","Male",0,"No","No",35,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",108.95,4025.5,"No"
"9503-XJUME","Male",0,"No","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.650000000000002,928.4,"No"
"4367-NHWMM","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.900000000000002,24.900000000000002,"No"
"3727-RJMEO","Male",0,"Yes","No",6,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",82.85000000000001,460.25,"Yes"
"3779-OSWCF","Female",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",93.2,6506.150000000001,"No"
"6736-DHUQI","Female",0,"Yes","Yes",67,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",84.8,5598.3,"No"
"1360-RCYRT","Male",0,"Yes","Yes",23,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.35,678.75,"No"
"4451-RWASJ","Male",0,"Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.5,239.75,"No"
"3460-TJBWI","Male",0,"Yes","Yes",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.2,609.0500000000001,"No"
"5917-HBSDW","Female",0,"Yes","Yes",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.35,683.75,"No"
"5685-IIXLY","Female",0,"Yes","Yes",5,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.60000000000001,404.2,"Yes"
"5671-UUNXD","Female",1,"Yes","No",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.65,5189.75,"No"
"4482-FTFFX","Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",56.15,291.45,"No"
"8859-DZTGQ","Male",0,"No","No",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.35,689.75,"No"
"0440-MOGPM","Female",0,"No","No",41,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",80.55,3263.9,"No"
"0020-JDNXP","Female",0,"Yes","Yes",34,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Mailed check",61.25,1993.2,"No"
"5025-GOOKI","Female",0,"No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",18.900000000000002,347.65000000000003,"No"
"5095-AESKG","Female",0,"Yes","No",3,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",91.5,242.95000000000002,"Yes"
"2887-JPYLU","Female",0,"No","Yes",41,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",45.2,1841.9,"No"
"4770-QAZXN","Female",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.45,232.1,"No"
"4896-CPRPF","Male",0,"Yes","Yes",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.45,809.25,"No"
"1871-MOWRM","Male",0,"Yes","No",12,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",80.85000000000001,866.45,"Yes"
"9714-EDSUC","Male",0,"No","No",4,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",94.9,360.55,"No"
"2027-OAQQC","Female",0,"No","No",43,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",49.050000000000004,2076.2,"Yes"
"0282-NVSJS","Female",1,"Yes","Yes",12,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",29.3,355.90000000000003,"No"
"9090-SGQXL","Male",1,"Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.3,7299.650000000001,"Yes"
"6595-YGXIT","Male",1,"No","No",25,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",88.95,2291.2000000000003,"Yes"
"9835-ZIITK","Male",1,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",110.85000000000001,7491.75,"Yes"
"8008-ESFLK","Female",0,"Yes","No",53,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",110.5,5835.5,"No"
"1555-DJEQW","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.2,7723.900000000001,"Yes"
"0519-XUZJU","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.75,70.75,"Yes"
"3363-EWLGO","Female",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,109.60000000000001,"No"
"4750-UKWJK","Female",1,"Yes","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.6,727.8000000000001,"No"
"6338-AVWCY","Male",0,"No","No",3,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",40.15,130.75,"Yes"
"1689-YQBYY","Female",0,"No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.60000000000001,893.0,"No"
"4487-ZYJZK","Female",0,"Yes","Yes",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,763.1,"No"
"2959-FENLU","Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.3,781.4,"No"
"0708-LGSMF","Male",0,"Yes","No",13,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",65.85,902.25,"No"
"7634-HLQJR","Female",0,"Yes","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.05,1016.7,"No"
"0487-RPVUM","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",99.4,5943.650000000001,"No"
"4079-ULGFR","Male",0,"No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.0,275.7,"No"
"2516-XSJKX","Female",0,"Yes","Yes",41,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",78.45,3126.4500000000003,"No"
"0057-QBUQH","Female",0,"No","Yes",43,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check",25.1,1070.15,"No"
"9445-SZLCH","Female",0,"Yes","Yes",36,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",97.35000000000001,3457.9,"Yes"
"8331-ZXFOE","Female",0,"No","No",58,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",71.10000000000001,4299.2,"No"
"4003-FUSHP","Male",0,"No","No",19,"Yes","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",61.550000000000004,1093.2,"No"
"0356-ERHVT","Male",0,"Yes","No",11,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",45.9,521.9,"No"
"7325-ENZFI","Female",0,"No","No",39,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",40.300000000000004,1630.4,"No"
"3920-HIHMQ","Female",0,"No","Yes",26,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",49.5,1265.65,"No"
